INSTNM,CITY,STATE,STABBR,ZIP,LATITUDE,LONGITUDE,INSTURL
Rhodes College,Memphis,Tennessee ,TN,38112-1690,35.154405,-89.990803,www.rhodes.edu/
Ricci's Toni & Guy Hairdressing Academy/TIGI Creative School,Newtown,Connecticut ,CT,06470-0000,41.392938,-73.290525,newtown.toniguy.edu/
Rice University,Houston,Texas ,TX,77005-1827,29.717897,-95.402035,www.rice.edu/
Richard Bland College,South Prince George,Virginia ,VA,23805-7100,37.156972,-77.399932,www.rbc.edu/
Richland Community College,Decatur,Illinois ,IL,62521-8513,39.883887,-88.894125,https://www.richland.edu/
Richmond Community College,Hamlet,North Carolina ,NC,28345-1189,34.905252,-79.70964,www.richmondcc.edu/
Richmont Graduate University,Chattanooga,Tennessee ,TN,37404,35.036337,-85.274642,www.richmont.edu/
Richport Technical College,Baton Rouge,Louisiana ,LA,70836,18.249934,-65.983829,www.richporttech.org/
Rider University,Lawrenceville,New Jersey ,NJ,08648-3099,40.278796,-74.737833,www.rider.edu/
Ridge Technical College,Winter Haven,Florida ,FL,33881-9518,28.076632,-81.654463,www.ridge.edu/
Ridgewater College,Willmar,Minnesota ,MN,56201,45.138313,-95.07305,www.ridgewater.edu/
Ringling College of Art and Design,Sarasota,Florida ,FL,34234-5895,27.360931,-82.547803,https://www.ringling.edu/
Rio Grande Valley College,Pharr,Texas ,TX,78577-2106,26.24215,-98.177978,www.rgvcollege.edu/
Rio Hondo College,Whittier,California ,CA,90601-1616,34.019821,-118.033506,www.riohondo.edu/
Rio Salado College,Tempe,Arizona ,AZ,85281,33.413309,-111.97417,www.rio.maricopa.edu/
Ripon College,Ripon,Wisconsin ,WI,54971-0248,43.844135,-88.842333,www.ripon.edu/
River Parishes Community College,Gonzales,Louisiana ,LA,70737,30.191006,-90.930804,www.rpcc.edu/
River Valley Community College,Claremont,New Hampshire ,NH,03743-9707,43.399046,-72.333114,https://www.rivervalley.edu/
River Valley School of Massage,Russellville,Arkansas ,AR,72802,35.28311,-93.110811,https://www.rvsmassage.com/
Riverland Community College,Austin,Minnesota ,MN,55912-1473,43.676271,-92.995626,https://www.riverland.edu/
Riveroak Technical College,Live Oak,Florida ,FL,32064,30.281999,-82.992512,rtc.suwannee.k12.fl.us/
Riverside City College,Riverside,California ,CA,92506,33.970918,-117.384323,www.rcc.edu/riverside/
Riverside College of Health Careers,Newport News,Virginia ,VA,23601,37.034972,-76.456164,https://www.riverside.edu/
Riverside County Office of Education-School of Career Education,Riverside,California ,CA,92508,33.91733,-117.294699,www.riversidesce.org/
Rivertown School of Beauty Barber Skin Care and Nails,Columbus,Georgia ,GA,31904,32.51013,-84.97068,rivertownschoolofbeauty.com/
Rivier University,Nashua,New Hampshire ,NH,03060,42.738676,-71.45626,www.rivier.edu/
Rizzieri Aveda School for Beauty and Wellness,Voorhees,New Jersey ,NJ,08043-1800,39.851767,-74.999788,www.rizzierischools.com/
Roane State Community College,Harriman,Tennessee ,TN,37748,35.880911,-84.620051,www.roanestate.edu/
Roane-Jackson Technical Center,Leroy,West Virginia ,WV,25252-9700,38.82254,-81.561142,www.rjtcwv.com/
Roanoke College,Salem,Virginia ,VA,24153-3794,37.294861,-80.055467,https://www.roanoke.edu/
Roanoke-Chowan Community College,Ahoskie,North Carolina ,NC,27910-9522,36.324827,-77.023662,www.roanokechowan.edu/
Rob Roy Academy - Woonsocket,Woonsocket,Rhode Island ,RI,02895-3210,nan,nan,www.rob-roy.com/
Rob Roy Academy-Fall River,Fall River,Massachusetts ,MA,02720-3445,41.698905,-71.157664,www.rob-roy.com/
Rob Roy Academy-New Bedford,New Bedford,Massachusetts ,MA,02720-3445,41.671921,-70.925187,www.rob-roy.com/
Rob Roy Academy-Taunton,Taunton,Massachusetts ,MA,02780-5339,41.901945,-71.091966,www.rob-roy.com/
Rob Roy Academy-Worcester,Worcester,Massachusetts ,MA,01609,42.263673,-71.807728,www.rob-roy.com/
Robert Fiance Beauty Schools,Boynton Beach,Florida ,FL,33435,26.513629,-80.060233,www.robertfiance.edu/
Robert Fiance Beauty Schools-North Plainfield,North Plainfield,New Jersey ,NJ,07060,40.622543,-74.427019,www.robertfiance.edu/
Robert Fiance Beauty Schools-West New York,West New York,New Jersey ,NJ,07093-4623,40.786079,-74.018286,www.robertfiance.edu/
Robert Morgan Educational Center and Technical College,Miami,Florida ,FL,33177-2427,25.599247,-80.390054,rmec.dadeschools.net/
Robert Morris University,Moon Township,Pennsylvania ,PA,15108-1189,40.520415,-80.210468,www.rmu.edu/
Robert Paul Academy of Cosmetology Arts & Sciences,Timonium,Maryland ,MD,21093,39.4448,-76.624983,www.robertpaulacademy.com/
Roberto-Venn School of Luthiery,Phoenix,Arizona ,AZ,85007,33.45489,-112.086161,www.roberto-venn.com/
Roberts Wesleyan College,Rochester,New York ,NY,14624,43.125755,-77.798498,www.roberts.edu/
Robeson Community College,Lumberton,North Carolina ,NC,28360,34.675194,-79.00664,www.robeson.edu/
Rochester Community and Technical College,Rochester,Minnesota ,MN,55904-4999,44.014488,-92.42321,www.rctc.edu/
Rochester Institute of Technology,Rochester,New York ,NY,14623-5603,43.084188,-77.67386,www.rit.edu/
Rochester University,Rochester Hills,Michigan ,MI,48307,42.667521,-83.144959,rochesteru.edu/
Rock Valley College,Rockford,Illinois ,IL,61114-5699,42.306174,-88.993544,www.rockvalleycollege.edu/
Rockefeller University,New York,New York ,NY,10065-6399,40.762489,-73.955198,www.rockefeller.edu/
Rockford University,Rockford,Illinois ,IL,61108-2311,42.270639,-89.019536,www.rockford.edu/
Rockhurst University,Kansas City,Missouri ,MO,64110-2561,39.032318,-94.573003,https://www.rockhurst.edu/
Rockingham Community College,Wentworth,North Carolina ,NC,27375,36.388682,-79.758353,www.rockinghamcc.edu/
Rockland Community College,Suffern,New York ,NY,10901-3699,41.133929,-74.085969,www.sunyrockland.edu/
Rockland County BOCES-Practical Nursing Program,West Nyack,New York ,NY,10994,41.121255,-73.979871,www.rocklandboces.org/adult-education-business-services/practical-nursing/
Rocky Mountain College,Billings,Montana ,MT,59102-1796,45.796522,-108.554075,https://www.rocky.edu/
Rocky Mountain College of Art and Design,Lakewood,Colorado ,CO,80214,39.74332,-105.069911,www.rmcad.edu/
Rocky Mountain University of Health Professions,Provo,Utah ,UT,84606,40.211724,-111.656188,https://rm.edu/
Rocky Vista University,Parker,Colorado ,CO,80134,39.563516,-104.815034,www.rvu.edu/
Rocky Vista University - Southern Utah,Ivins,Utah ,UT,84738-6756,nan,nan,www.rvu.edu/rvu-su/
Roger Williams University,Bristol,Rhode Island ,RI,02809-2921,41.650214,-71.260374,https://www.rwu.edu/
Roger Williams University School of Law,Bristol,Rhode Island ,RI,02809-5171,41.650974,-71.261978,law.rwu.edu/
Rogers Academy of Hair Design,Evansville,Indiana ,IN,47708,37.970675,-87.572366,rogershair.com/
Rogers State University,Claremore,Oklahoma ,OK,74017-3252,36.321437,-95.635718,https://www.rsu.edu/
Rogue Community College,Grants Pass,Oregon ,OR,97527-9291,42.412159,-123.39326,www.roguecc.edu/
Rolla Technical Institute/Center,Rolla,Missouri ,MO,65401,37.947448,-91.748741,https://rtirtc.rolla31.org/
Rollins College,Winter Park,Florida ,FL,32789-4499,28.592787,-81.349239,www.rollins.edu/
Roosevelt University,Chicago,Illinois ,IL,60605-1394,41.876055,-87.624952,www.roosevelt.edu/
Rosalind Franklin University of Medicine and Science,North Chicago,Illinois ,IL,60064-3095,42.300069,-87.859632,www.rosalindfranklin.edu/
Rose State College,Midwest City,Oklahoma ,OK,73110-2799,35.44372,-97.414113,https://www.rose.edu/
Rose-Hulman Institute of Technology,Terre Haute,Indiana ,IN,47803-3920,39.483602,-87.326749,https://www.rose-hulman.edu/
Rosedale Bible College,Irwin,Ohio ,OH,43029,40.077583,-83.456645,www.rosedale.edu/
Rosedale Technical College,Pittsburgh,Pennsylvania ,PA,15205-9791,40.45205,-80.103926,www.rosedaletech.org/
Rosel School of Cosmetology,Niles,Illinois ,IL,60714,42.050202,-87.838131,www.roselschool.org/
Roseman University of Health Sciences,Henderson,Nevada ,NV,89014,36.073182,-115.064633,www.roseman.edu/
Rosemead Beauty School,Rosemead,California ,CA,91770-1639,34.080756,-118.082793,www.rosemeadbeautyschool.edu/
Rosemont College,Rosemont,Pennsylvania ,PA,19010-1699,40.033417,-75.32925,www.rosemont.edu/
Ross College-Canton,Canton,Ohio ,OH,44718-3674,40.844938,-81.429021,www.rosseducation.edu/
Ross College-Davenport,Davenport,Iowa ,IA,52807,41.555054,-90.550669,www.rosseducation.edu/
Ross College-Grand Rapids North,Grand Rapids,Michigan ,MI,49525,43.035323,-85.629017,www.rosseducation.edu/
Ross College-Hopkinsville,Hopkinsville,Kentucky ,KY,42240-4948,36.834025,-87.474774,www.rosseducation.edu/
Ross College-Sylvania,Sylvania,Ohio ,OH,43560,41.714006,-83.680536,www.rosseducation.edu/
Ross Medical Education Center - Kalamazoo,Kalamazoo,Michigan ,MI,49009,42.290629,-85.651779,www.rosseducation.edu/
Ross Medical Education Center-Ann Arbor,Ann Arbor,Michigan ,MI,48108-1411,42.25294,-83.666667,www.rosseducation.edu/
Ross Medical Education Center-Battle Creek,Battle Creek,Michigan ,MI,49015,42.247801,-85.20031,www.rosseducation.edu/
Ross Medical Education Center-Bowling Green,Bowling Green,Kentucky ,KY,42104,36.966303,-86.433521,www.rosseducation.edu/
Ross Medical Education Center-Brighton,Brighton,Michigan ,MI,48116,42.548468,-83.796918,www.rosseducation.edu/
Ross Medical Education Center-Canton,Canton,Michigan ,MI,48187,42.324442,-83.482675,www.rosseducation.edu/
Ross Medical Education Center-Charleston,Charleston,West Virginia ,WV,25304,38.310312,-81.567573,www.rosseducation.edu/
Ross Medical Education Center-Cincinnati,Cincinnati,Ohio ,OH,45246,39.286023,-84.452851,www.rosseducation.edu/
Ross Medical Education Center-Davison,Davison,Michigan ,MI,48423,43.021829,-83.516551,www.rosseducation.edu/
Ross Medical Education Center-Dayton,Dayton,Ohio ,OH,45424,39.816855,-84.126037,www.rosseducation.edu/
Ross Medical Education Center-Elyria,Elyria,Ohio ,OH,44035,41.386445,-82.105702,www.rosseducation.edu/
Ross Medical Education Center-Erlanger,Erlanger,Kentucky ,KY,41018,39.030899,-84.615734,www.rosseducation.edu/
Ross Medical Education Center-Evansville,Evansville,Indiana ,IN,47715,37.978574,-87.490569,www.rosseducation.edu/
Ross Medical Education Center-Flint,Flint,Michigan ,MI,48507,42.986442,-83.751751,www.rosseducation.edu/
Ross Medical Education Center-Fort Wayne,Fort Wayne,Indiana ,IN,46805,41.115114,-85.14454,www.rosseducation.edu/
Ross Medical Education Center-Granger,Granger,Indiana ,IN,46530,41.717835,-86.174277,www.rosseducation.edu/
Ross Medical Education Center-Huntsville,Huntsville,Alabama ,AL,35806,34.736871,-86.661349,www.rosseducation.edu/
Ross Medical Education Center-Johnson City,Johnson City,Tennessee ,TN,37601-1526,36.35971,-82.383171,www.rosseducation.edu/
Ross Medical Education Center-Kentwood,Kentwood,Michigan ,MI,49508,42.880955,-85.605379,www.rosseducation.edu/
Ross Medical Education Center-Knoxville,Knoxville,Tennessee ,TN,37922,35.912854,-84.096882,www.rosseducation.edu/
Ross Medical Education Center-Kokomo,Kokomo,Indiana ,IN,46902-3650,40.444807,-86.129996,www.rosseducation.edu/
Ross Medical Education Center-Lafayette,Lafayette,Indiana ,IN,47905,40.38849,-86.845131,www.rosseducation.edu/
Ross Medical Education Center-Lansing,Lansing,Michigan ,MI,48917,42.741855,-84.605807,www.rosseducation.edu/
Ross Medical Education Center-Midland,Midland,Michigan ,MI,48640,43.641877,-84.258017,www.rosseducation.edu/
Ross Medical Education Center-Morgantown,Morgantown,West Virginia ,WV,26505,39.652359,-79.943611,www.rosseducation.edu/
Ross Medical Education Center-Muncie,Muncie,Indiana ,IN,47303,40.23238,-85.390811,www.rosseducation.edu/
Ross Medical Education Center-New Baltimore,New Baltimore,Michigan ,MI,48047,42.677429,-82.751334,www.rosseducation.edu/
Ross Medical Education Center-Niles,Niles,Ohio ,OH,44446,41.212037,-80.746465,www.rosseducation.edu/
Ross Medical Education Center-Ontario,Ontario,Ohio ,OH,44906,40.77421,-82.591867,www.rosseducation.edu/
Ross Medical Education Center-Owensboro,Owensboro,Kentucky ,KY,42303,37.72084,-87.119243,www.rosseducation.edu/
Ross Medical Education Center-Port Huron,Port Huron,Michigan ,MI,48060,43.024632,-82.452984,www.rosseducation.edu/
Ross Medical Education Center-Roosevelt Park,Roosevelt Park,Michigan ,MI,49441,43.191474,-86.267098,www.rosseducation.edu/
Ross Medical Education Center-Saginaw,Saginaw,Michigan ,MI,48603,43.469473,-83.967884,www.rosseducation.edu/
Ross Medical Education Center-Taylor,Taylor,Michigan ,MI,48180,42.194933,-83.250307,www.rosseducation.edu/
Ross Medical Education Center-Warren,Warren,Michigan ,MI,48092,42.508189,-83.107692,www.rosseducation.edu/
Rosslyn Training Academy of Cosmetology,Aguada,Puerto Rico ,PR,00602,18.37922,-67.18791,rosslyntraining.edu/
Rowan College South Jersey Cumberland Campus,Vineland,New Jersey ,NJ,08362-1500,39.440537,-75.057829,https://www.rcsj.edu/
Rowan College at Burlington County,Mount Laurel,New Jersey ,NJ,08054-1599,39.972205,-74.894464,www.rcbc.edu/
Rowan College of South Jersey Gloucester Campus,Sewell,New Jersey ,NJ,08080,39.781339,-75.121269,www.rcsj.edu/
Rowan University,Glassboro,New Jersey ,NJ,08028,39.709108,-75.119119,https://www.rowan.edu/
Rowan-Cabarrus Community College,Salisbury,North Carolina ,NC,28146,35.639388,-80.48181,https://www.rccc.edu/
Roxborough Memorial Hospital School of Nursing,Philadelphia,Pennsylvania ,PA,19128,40.028912,-75.209985,www.roxboroughmemorial.com/
Roxbury Community College,Roxbury Crossing,Massachusetts ,MA,02120-3400,42.329249,-71.09549,www.rcc.mass.edu/
Royal Learning Institute,Jackson Heights,New York ,NY,11372-6533,40.748716,-73.889629,https://www.rli.edu/
Royal Learning Institute,New York,New York ,NY,10001-5786,40.748713,-73.995353,www.rli.edu/
Ruben's Five Star Academy,Lake Wales,Florida ,FL,33853-4409,27.896937,-81.591914,https://rubens5staracademy.com/
Rudae's School of Beauty Culture-Ft Wayne,Fort Wayne,Indiana ,IN,46825-5444,41.128125,-85.139946,www.rudaes.edu/
Rudy & Kelly Academy A Paul Mitchell Partner School,Virginia Beach,Virginia ,VA,23464,36.779382,-76.189382,https://paulmitchell.edu/virginiabeach
Rush University,Chicago,Illinois ,IL,60612,41.874742,-87.668581,www.rushu.rush.edu/
Russell Sage College,Troy,New York ,NY,12180,42.72822,-73.693711,www.sage.edu/
Rust College,Holly Springs,Mississippi ,MS,38635,34.776862,-89.446999,www.rustcollege.edu/
Rutgers University-Camden,Camden,New Jersey ,NJ,08102,39.948064,-75.12224,https://www.camden.rutgers.edu/
Rutgers University-New Brunswick,New Brunswick,New Jersey ,NJ,08901-1281,40.498769,-74.446251,https://newbrunswick.rutgers.edu/
Rutgers University-Newark,Newark,New Jersey ,NJ,07102,40.739122,-74.175809,https://www.newark.rutgers.edu/
SABER College,Miami,Florida ,FL,33134,25.771518,-80.261299,sabercollege.edu/
SAE Expression College,Emeryville,California ,CA,94608,37.847631,-122.2954,usa.sae.edu/campuses/emeryville/
SAE Institute of Technology-Atlanta,Atlanta,Georgia ,GA,30303-1736,33.75993,-84.38696,www.usa.sae.edu/
SAE Institute of Technology-Chicago,Chicago,Illinois ,IL,60610-3132,41.897213,-87.637674,chicago.sae.edu/
SAE Institute of Technology-Miami,North Miami Beach,Florida ,FL,33160-4307,25.92387,-80.155391,usa.sae.edu/campuses/miami/
SAE Institute of Technology-Nashville,Nashville,Tennessee ,TN,37203,36.15039,-86.790448,www.nashville.sae.edu/
SAE Institute of Technology-New York,New York,New York ,NY,10011-4552,40.741353,-73.999073,newyork.sae.edu/en-us/home/
SANS Technology Institute,North Bethesda,Maryland ,MD,20852,39.040814,-77.110758,www.sans.edu/
SIT Graduate Institute,Brattleboro,Vermont ,VT,05302-0676,42.891035,-72.56738,https://www.sit.edu/
SOWELA Technical Community College,Lake Charles,Louisiana ,LA,70615,30.217331,-93.16252,www.sowela.edu/
SUM Bible College and Theological Seminary,El Dorado Hills,California ,CA,95762,38.620833,-121.054758,www.sum.edu/
SUNY Adirondack,Queensbury,New York ,NY,12804,43.351839,-73.654813,www.sunyacc.edu/
SUNY Brockport,Brockport,New York ,NY,14420-2919,43.211926,-77.947188,https://www.brockport.edu/
SUNY Broome Community College,Binghamton,New York ,NY,13901-1001,42.135872,-75.908065,www.sunybroome.edu/
SUNY Buffalo State,Buffalo,New York ,NY,14222,42.933832,-78.882125,suny.buffalostate.edu/
SUNY College at Geneseo,Geneseo,New York ,NY,14454-1465,42.796645,-77.821894,www.geneseo.edu/
SUNY College at Old Westbury,Old Westbury,New York ,NY,11568-0210,40.799021,-73.571907,www.oldwestbury.edu/
SUNY College at Oswego,Oswego,New York ,NY,13126,43.454287,-76.540798,https://www.oswego.edu/
SUNY College at Plattsburgh,Plattsburgh,New York ,NY,12901-2681,44.69293,-73.466536,https://www.plattsburgh.edu/
SUNY College at Potsdam,Potsdam,New York ,NY,13676-2294,44.662148,-74.973815,www.potsdam.edu/
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,New York ,NY,12043,42.672534,-74.498258,www.cobleskill.edu/
SUNY College of Environmental Science and Forestry,Syracuse,New York ,NY,13210,43.034765,-76.138724,www.esf.edu/
SUNY College of Optometry,New York,New York ,NY,10036-8003,40.754465,-73.982236,www.sunyopt.edu/
SUNY College of Technology at Alfred,Alfred,New York ,NY,14802,42.255262,-77.794632,www.alfredstate.edu/
SUNY College of Technology at Canton,Canton,New York ,NY,13617-1098,44.604096,-75.182906,www.canton.edu/
SUNY College of Technology at Delhi,Delhi,New York ,NY,13753-1100,42.269859,-74.924612,www.delhi.edu/
SUNY Corning Community College,Corning,New York ,NY,14830,42.116736,-77.072138,https://www.corning-cc.edu/
SUNY Cortland,Cortland,New York ,NY,13045-0900,42.598022,-76.188655,www2.cortland.edu/
SUNY Downstate Health Sciences University,Brooklyn,New York ,NY,11203-2098,40.653855,-73.945535,www.downstate.edu/
SUNY Empire State College,Saratoga Springs,New York ,NY,12866-4391,43.077283,-73.782484,www.esc.edu/
SUNY Maritime College,Throggs Neck,New York ,NY,10465-4198,40.807217,-73.795309,www.sunymaritime.edu/
SUNY Morrisville,Morrisville,New York ,NY,13408,42.893962,-75.640583,www.morrisville.edu/
SUNY Oneonta,Oneonta,New York ,NY,13820-4015,42.468861,-75.063632,https://suny.oneonta.edu/
SUNY Polytechnic Institute,Utica,New York ,NY,13502,43.137701,-75.229841,www.sunypoly.edu/
SUNY Westchester Community College,Valhalla,New York ,NY,10595,41.068458,-73.789669,www.sunywcc.edu/
SUNY at Albany,Albany,New York ,NY,12222,42.685489,-73.824662,www.albany.edu/
SUNY at Fredonia,Fredonia,New York ,NY,14063-1136,42.452236,-79.337375,www.fredonia.edu/
SUNY at Purchase College,Purchase,New York ,NY,10577-1400,41.047223,-73.701955,www.purchase.edu/
Sacramento Center,Sacramento,California ,CA,95834-1746,nan,nan,www.myunion.edu/
Sacramento City College,Sacramento,California ,CA,95822-1386,38.541096,-121.491139,https://www.scc.losrios.edu/
Sacramento Ultrasound Institute,Sacramento,California ,CA,95825-0570,38.604405,-121.383597,sui.edu/
Sacred Heart Major Seminary,Detroit,Michigan ,MI,48206-1799,42.375248,-83.111682,www.shms.edu/
Sacred Heart Seminary and School of Theology,Franklin,Wisconsin ,WI,53132,42.910829,-88.04438,www.shsst.edu/
Sacred Heart University,Fairfield,Connecticut ,CT,06825-1000,41.220893,-73.243332,https://www.sacredheart.edu/
Saddleback College,Mission Viejo,California ,CA,92692-3635,33.553346,-117.665584,www.saddleback.edu/
Sage School of Massage & Esthetics,Bend,Oregon ,OR,97703,44.058731,-121.358102,https://www.sageschoolofmassage.com/
Saginaw Chippewa Tribal College,Mount Pleasant,Michigan ,MI,48858,43.607105,-84.732485,www.sagchip.edu/
Saginaw Valley State University,University Center,Michigan ,MI,48710,43.51176,-83.964273,www.svsu.edu/
Saint Ambrose University,Davenport,Iowa ,IA,52803-2898,41.54065,-90.579854,www.sau.edu/
Saint Anselm College,Manchester,New Hampshire ,NH,03102-1310,42.986889,-71.503622,https://www.anselm.edu/
Saint Anthony College of Nursing,Rockford,Illinois ,IL,61114,42.310147,-88.991968,https://www.sacn.edu/
Saint Augustine's University,Raleigh,North Carolina ,NC,27610-2298,35.785468,-78.621301,www.st-aug.edu/
Saint Charles Borromeo Seminary-Overbrook,Wynnewood,Pennsylvania ,PA,19096,39.99133,-75.255675,www.scs.edu/
Saint Cloud State University,Saint Cloud,Minnesota ,MN,56301-4498,45.553227,-94.152657,https://www.stcloudstate.edu/
Saint Edward's University,Austin,Texas ,TX,78704-6489,30.229618,-97.754998,https://www.stedwards.edu/
Saint Elizabeth College of Nursing,Utica,New York ,NY,13501,nan,nan,www.secon.edu/
Saint Elizabeth College of Nursing,Utica,New York ,NY,13501,43.082768,-75.267857,https://www.secon.edu/
Saint Elizabeth School of Nursing,Lafayette,Indiana ,IN,47904-9988,40.427401,-86.88083,https://www.steson.org/
Saint Elizabeth University,Morristown,New Jersey ,NJ,07960,40.78182,-74.438221,www.steu.edu/
Saint Francis Medical Center College of Nursing,Peoria,Illinois ,IL,61603-3783,40.701241,-89.590322,www.sfmccon.edu/
Saint Francis Medical Center School of Nursing,Trenton,New Jersey ,NJ,08629-1986,40.216523,-74.74186,www.stfrancismedical.org/Education/School-of-Nursing.aspx
Saint Francis University,Loretto,Pennsylvania ,PA,15940,40.506734,-78.63904,www.francis.edu/
Saint John Fisher College,Rochester,New York ,NY,14618-3597,43.116259,-77.513056,https://www.sjfc.edu/
Saint John's Seminary,Brighton,Massachusetts ,MA,02135-3846,42.344146,-71.161998,www.sjs.edu/
Saint John's University - Staten Island Campus,Staten Island,New York ,NY,10301-4496,nan,nan,www.stjohns.edu/campuses/staten-island-campus
Saint Johns River State College,Palatka,Florida ,FL,32177,29.647516,-81.681387,www.sjrstate.edu/
Saint Johns University,Collegeville,Minnesota ,MN,56321,45.580075,-94.393621,https://csbsju.edu/
Saint Joseph Seminary College,St. Benedict,Louisiana ,LA,70457,30.526778,-90.113621,https://www.sjasc.edu/
Saint Joseph's College of Maine,Standish,Maine ,ME,04084-5236,43.826314,-70.483373,www.sjcme.edu/
Saint Joseph's University,Philadelphia,Pennsylvania ,PA,19131-1395,39.994442,-75.238343,https://www.sju.edu/
Saint Leo University,Saint Leo,Florida ,FL,33574-6665,28.336776,-82.257801,www.saintleo.edu/
Saint Louis Christian College,Florissant,Missouri ,MO,63033,38.775771,-90.294569,www.stlchristian.edu/
Saint Louis Community College,Bridgeton,Missouri ,MO,63044,38.745678,-90.437078,https://www.stlcc.edu/
Saint Louis University,Saint Louis,Missouri ,MO,63103-2097,38.636801,-90.2351,www.slu.edu/
Saint Martin's University,Lacey,Washington ,WA,98503-7500,47.041068,-122.816354,https://www.stmartin.edu/
Saint Mary's College,Notre Dame,Indiana ,IN,46556,41.707274,-86.256947,www.saintmarys.edu/
Saint Mary's College of California,Moraga,California ,CA,94575,37.840731,-122.109031,https://www.stmarys-ca.edu/
Saint Mary's University of Minnesota,Winona,Minnesota ,MN,55987-1399,44.044736,-91.695449,www.smumn.edu/
Saint Mary-of-the-Woods College,Saint Mary of the Woods,Indiana ,IN,47876-1099,39.508546,-87.463791,www.smwc.edu/
Saint Meinrad School of Theology,St. Meinrad,Indiana ,IN,47577,38.165546,-86.810388,https://www.saintmeinrad.edu/
Saint Michael College of Allied Health,Washington,District of Columbia ,DC,20002,38.904414,-76.980916,https://www.smcah.edu/
Saint Michael's College,Colchester,Vermont ,VT,05439,44.494558,-73.167069,www.smcvt.edu/
Saint Norbert College,De Pere,Wisconsin ,WI,54115-2099,44.44483,-88.067812,www.snc.edu/
Saint Paul College,Saint Paul,Minnesota ,MN,55102-9808,44.949186,-93.109646,https://www.saintpaul.edu/
Saint Paul School of Theology,Leawood,Kansas ,KS,66224,38.880458,-94.641277,www.spst.edu/
Saint Peter's University,Jersey City,New Jersey ,NJ,07306-5997,40.727105,-74.071541,www.saintpeters.edu/
Saint Vincent College,Latrobe,Pennsylvania ,PA,15650-2690,40.29265,-79.403762,https://www.stvincent.edu/
Saint Vincent Seminary,Latrobe,Pennsylvania ,PA,15650-2690,40.29265,-79.403762,www.saintvincentseminary.edu/
Saint Vincent de Paul Regional Seminary,Boynton Beach,Florida ,FL,33436-4899,26.516538,-80.125185,www.svdp.edu/
Saint Vladimirs Orthodox Theological Seminary,Yonkers,New York ,NY,10707-1699,40.969393,-73.824358,www.svots.edu/
Saint Xavier University,Chicago,Illinois ,IL,60655,41.707199,-87.714749,https://www.sxu.edu/
Salem College,Winston-Salem,North Carolina ,NC,27101,36.086271,-80.241297,www.salem.edu/
Salem College of Hairstyling,Rolla,Missouri ,MO,65401,37.944067,-91.785219,www.centralandsalemcolleges.com/
Salem Community College,Carneys Point,New Jersey ,NJ,08069-2799,39.698756,-75.47013,www.salemcc.edu/
Salem State University,Salem,Massachusetts ,MA,01970,42.503575,-70.890234,www.salemstate.edu/
Salem University,Salem,West Virginia ,WV,26426,39.288632,-80.571767,https://www.salemu.edu/
Salina Area Technical College,Salina,Kansas ,KS,67401,38.793582,-97.636892,www.salinatech.edu/
Saline County Career Center,Marshall,Missouri ,MO,65340-1698,39.115031,-93.21108,https://www.marshallschools.com/o/career-center
Salisbury University,Salisbury,Maryland ,MD,21801-6862,38.34648,-75.604815,https://www.salisbury.edu/
Salish Kootenai College,Pablo,Montana ,MT,59855,47.598592,-114.111635,www.skc.edu/
Salon & Spa Institute,Brownsville,Texas ,TX,78520-8809,25.938911,-97.508606,www.ssi.edu/
Salon Boutique Academy,Addison,Texas ,TX,75001-4399,32.954908,-96.841676,www.salonboutiqueacademy.com/
Salon Institute - Columbus Campus,Lewis Center,Ohio ,OH,43035-9153,nan,nan,www.saloninstitute.edu/
Salon Institute-Toledo Campus,Toledo,Ohio ,OH,43615-1731,41.674855,-83.696989,www.saloninstitute.edu/
Salon Professional Academy of San Antonio,San Antonio,Texas ,TX,78232-2242,29.59369,-98.47,www.tspasanantonio.com/
Salon Success Academy-Corona,Corona,California ,CA,92881,33.847649,-117.535638,www.salonsuccessacademy.com/
Salon Success Academy-Fontana,Fontana,California ,CA,92335,34.099087,-117.437904,www.salonsuccessacademy.com/
Salon Success Academy-Redlands,Redlands,California ,CA,92373,34.062342,-117.218933,www.salonsuccessacademy.com/
Salon Success Academy-Riverside,Riverside,California ,CA,92506,33.943149,-117.391024,www.salonsuccessacademy.com/
Salon Success Academy-Upland,Upland,California ,CA,91786,34.108247,-117.631783,www.salonsuccessacademy.com/
Salon Success Academy-West Covina,West Covina,California ,CA,91790-2876,34.070568,-117.933801,www.salonsuccessacademy.com/
Salt Lake Community College,Salt Lake City,Utah ,UT,84123,40.671575,-111.942809,www.slcc.edu/
Salus University,Elkins Park,Pennsylvania ,PA,19027-6262,40.085774,-75.129511,https://www.salus.edu/
Salve Regina University,Newport,Rhode Island ,RI,02840-4192,41.471545,-71.30124,www.salve.edu/
Sam Houston State University,Huntsville,Texas ,TX,77340,30.714738,-95.546205,www.shsu.edu/
Samaritan Hospital School of Nursing,Troy,New York ,NY,12065,42.742861,-73.676151,https://www.sphp.com/careers/schools-of-nursing/
Samford University,Birmingham,Alabama ,AL,35229-2240,33.464128,-86.791799,www.samford.edu/
Sampson Community College,Clinton,North Carolina ,NC,28328-0318,34.99086,-78.361136,www.sampsoncc.edu/
Samuel Merritt University,Oakland,California ,CA,94609,37.82029,-122.266331,www.samuelmerritt.edu/
